company_id,company_name,website,industry,primary_service,country,city,state,employee_range,estimated_revenue_usd,founded_year,ownership,customer_profile,business_model,revenue_model,geography,key_services,growth_signal,reputation_signal,technology_stack,linkedin_url,company_description,demo_fit
C343,Tenneco Inc.,https://tenneco.com,Automotive / Parts,"Aftermarket vehicle parts: braking, suspension, and engine components",United States,Naperville,Illinois,501-1000,7000M,1939,Public,OEM automakers; aftermarket distributors; retailers,Automotive Parts + Aftermarket + Systems,Product sales + aftermarket,Global,"Aftermarket braking, suspension, engine components, exhaust systems, ride control products, total ride control, shock absorbers, struts",Stable,Negative,Aftermarket;Brake Products;Suspension Products;Exhaust Systems;Ride Control;Shock Absorbers;Struts;Engine Components;Automotive Aftermarket,https://www.linkedin.com/company/tenneco-inc,"Aftermarket vehicle parts company providing braking, suspension, exhaust, and engine components for OEM automakers and aftermarket distributors and retailers",Medium
C344,"C.H. Robinson Worldwide, Inc.",https://chrobinson.com,Logistics / 3PL,"Third-party logistics and freight brokerage: truckload, LTL, intermodal, ocean, air, and customs brokerage",United States,Eden Prairie,Minnesota,1001-5000,15000M,1905,Public,Shippers; manufacturers; retailers; distributors; freight forwarders,Freight Brokerage + 3PL + Logistics,Freight brokerage fees + 3PL services + customs brokerage,North America + Global,"Truckload brokerage, LTL brokerage, intermodal brokerage, ocean freight, air freight, customs brokerage, logistics services, supply chain consulting",Growing,Positive,Freight Brokerage;3PL;Logistics;Customs Brokerage;Supply Chain Consulting;Intermodal;Ocean Freight;Air Freight,https://www.linkedin.com/company/c-h-robinson-worldwide,"Leading third-party logistics provider and freight brokerage firm offering truckload, LTL, intermodal, ocean, air freight, and customs brokerage services with supply chain consulting",Medium
C345,"Expeditors International of Washington, Inc.",https://expeditors.com,Logistics / 3PL,"International freight forwarding: ocean, air, and customs brokerage",United States,Seattle,Washington,1001-5000,3000M,1950,Public,International shippers; importers; exporters; freight forwarders; multinationals,Freight Forwarding + Customs Brokerage + Logistics,Freight forwarding fees + customs brokerage + logistics services,Global,"Ocean freight forwarding, air freight forward, customs brokerage, warehousing, distribution, trade compliance, supply chain services",Stable,Positive,Freight Forwarding;Ocean Freight;Air Freight;Customs Brokerage;Warehousing;Distribution;Trade Compliance;Supply Chain,https://www.linkedin.com/company/expeditors-international-of-washington,"Leading international freight forwarding and customs brokerage company providing ocean, air freight, customs clearance, warehousing, and trade compliance services globally",Medium
C346,GXO Logistics,https://gxorobotics.com,Logistics / 3PL,"Logistics and supply chain: contract logistics, warehousing, and transportation",United States,Bridgewater,New Jersey,1001-5000,10000M,1989,Public,Retailers; e-commerce; consumer goods; industrial; brands,Contract Logistics + Warehousing + Transportation,Warehousing fees + transportation fees + services,Global,"Warehouse and distribution logistics, e-commerce fulfillment, retail distribution, contract logistics, transportation, supply chain management",Growing,Positive,Contract Logistics;Warehousing;Transportation;E-Commerce Fulfillment;Retail Distribution;Supply Chain;Distribution Logistics,https://www.linkedin.com/company/gxo-logistics,"Leading contract logistics and supply chain company providing warehousing, distribution, e-commerce fulfillment, and transportation services for retailers, e-commerce, and consumer goods companies",Medium
C347,Fedex Office / FedEx Supply Chain,https://fedex.com,Logistics / 3PL,"Document printing, business services, and supply chain: third-party logistics, freight, and printing",United States,Memphis,Tennessee,10001-50000,10000M,1971,Subsidiary,Consumers; businesses; government; print; shipping,Document Printing + Business Services + Logistics + 3PL,Product sales + services + shipping + logistics,Global,"Document printing, business center services, third-party logistics, freight shipping, supply chain management, returns, retail services",Stable,Neutral,Document Printing;Business Services;Third-Party Logistics;Freight Shipping;Supply Chain;Returns Services;Retail Services,https://www.linkedin.com/company/fedex,"Logistics company providing document printing, business center services, third-party logistics, freight shipping, and supply chain management with global retail and shipping services",Medium
C348,DHL Supply Chain,https://dhlsupplychain.com,Logistics / 3PL,"Supply chain and contract logistics: warehousing, distribution, and e-commerce fulfillment",United States,Miami,Florida,1001-5000,6000M,1985,Subsidiary,Retailers; e-commerce; consumer goods; industrial; brands,Contract Logistics + Supply Chain + Warehousing,3PL fees + warehousing fees + distribution,Global,"Contract logistics, warehousing, distribution, e-commerce fulfillment, retail distribution, supply chain management, transportation",Growing,Positive,Contract Logistics;Warehousing;Distribution;E-Commerce Fulfillment;Retail Distribution;Supply Chain;Transportation;Industrial Logistics,https://www.linkedin.com/company/dhl-supply-chain,"Leading supply chain and contract logistics company providing warehousing, distribution, e-commerce fulfillment, and transportation services for retailers, consumer goods, and industrial clients worldwide",Medium
C349,HCA Healthcare Inc.,https://hcahealthcare.com,Healthcare / Hospitals & Services,"Healthcare services and facilities: hospitals, physicians, and healthcare networks",United States,Nashville,Tennessee,501-1000,65000M,1968,Public,Patients; hospitals; physicians; healthcare networks,Healthcare Services + Hospitals + Physicians,Hospital revenue + physician services,United States + Puerto Rico,"Hospital services, physician practices and services, healthcare networks, outpatient surgery, emergency services, inpatient and outpatient care, behavioral health",Stable,Positive,Hospital Services;Physician Practices;Healthcare Networks;Outpatient Surgery;Emergency Services;Inpatient Care;Outpatient Care;Behavioral Health,https://www.linkedin.com/company/hca-healthcare,"Leading healthcare services company operating hospitals, physician practices, and healthcare networks providing inpatient, outpatient, emergency, surgical, and behavioral health services",Medium
C350,Tenet Healthcare Corporation,https://tenethealthcare.com,Healthcare / Hospitals & Services,"Healthcare services and hospitals: acute care hospitals, ambulatory surgery, and healthcare networks",United States,Dallas,Texas,101-250,20000M,1967,Public,Patients; hospitals; physicians; healthcare networks,Healthcare Services + Hospitals + Ambulatory,Hospital revenue + ambulatory surgery + physician services,United States,"Acute care hospitals, ambulatory surgery centers, emergency services, inpatient and outpatient hospital services, behavioral health, urgent care",Stable,Neutral,Hospital Services;Acute Care Hospitals;Ambulatory Surgery;Emergency Services;Inpatient Hospital Services;Outpatient Hospital;Urgent Care,https://www.linkedin.com/company/tenet-healthcare-corporation,"Major healthcare services company with acute care hospitals, ambulatory surgery centers, emergency services, and healthcare networks providing inpatient and outpatient hospital services",Medium
C351,Universal Health Services,https://uhsinc.com,Healthcare / Hospitals & Services,"Healthcare services: acute care hospitals, behavioral health, and physician services",United States,King of Prussia,Pennsylvania,101-250,12000M,1978,Public,Patients; hospitals; behavioral health; physician services,Healthcare Services + Hospitals + Behavioral Health,Hospital revenue + behavioral health + physician services,United States,"Acute care hospitals, behavioral health hospitals and facilities, physician services, outpatient care, hospital services, behavioral health treatment",Growing,Positive,Acute Care Hospital;Behavorial Health;Behavorial Health Treatment;Physician Services;Hospital Services;Outpatient Care,https://www.linkedin.com/company/universal-health-services,"Healthcare services company operating acute care hospitals, behavioral health hospitals, and physician practices providing inpatient, outpatient, and behavioral health treatment services",Low
C352,Apollo Medical LLC,https://apolomedical.com,Healthcare / Hospitals & Services,"Medical services: hospital management, physician services, and healthcare facilities",United States,Nashville,Tennessee,51-100,2000M,2014,Private,Acute care hospitals; physician groups; specialty hospitals,Healthcare Services + Hospital Management + Physician Services,Hospital management fees + physician services,United States,"Hospital management, physician services, specialty hospitals, multi-specialty physician practice management, hospital services, healthcare operations",Growing,Positive,Hospital Management;Physician Services;Specialty Hospitals;Multi-Specialty Physician Practice;Healthcare Operations;Hospital Operations,https://www.linkedin.com/company/apollo-medical,"Healthcare services and management company providing hospital management, physician services, and specialty hospital operations and management for acute care and specialty hospitals",Low
C353,IOI Corporation Berhad,https://ioi.com,Healthcare / Hospitals & Services,"Healthcare investments: hospital management, physician groups, and outpatient care",Malaysia,Kuala Lumpur,Federal Territory of Kuala Lumpur,1001-5000,4000M,1974,Public,Patients; hospitals; physician groups; outpatient care; healthcare investors,Healthcare Services + Hospital Management + Healthcare Investments,Hospital management fees + healthcare investment returns + healthcare services,Malaysia + Global,"Hospital management, physician groups, outpatient care, healthcare investments, hospital operations, healthcare services, healthcare strategy",Growing,Positive,Hospital Management;Physician Groups;Outpatient Care;Healthcare Investments;Hospital Operations;Healthcare Strategy;Healthcare Services,https://www.linkedin.com/company/ioi-corporation-berhad,"Malaysian healthcare company with hospital management, physician groups, outpatient care, and healthcare investments and management operations",Medium
C354,Aon plc,https://aon.com,Insurance / Insurance Brokerage,"Insurance brokerage, risk consulting, and reinsurance: insurance brokerage and risk advisory",United Kingdom,Dublin,Dublin,10001-50000,15000M,1982,Public,Corporations; governments; organizations; insurers; insurers,Insurance Brokerage + Risk Advisory + Reinsurance,Brokerage fees + consulting fees + reinsurance services,Global,"Insurance brokerage, risk advisory, reinsurance, employee benefits, retirement, health, wealth, human capital, risk consulting",Stable,Positive,Insurance Brokerage;Risk Advisory;Reinsurance;Employee Benefits;Retirement;Health;Wealth;Human Capital;Risk Consulting;Brokers,https://www.linkedin.com/company/aon-plc,"Global insurance brokerage and risk advisory company providing insurance brokerage, risk consulting, and reinsurance services, employee benefits, and retirement and wealth advisory",Medium
C355,Marsh McLennan,https://marshallmclennan.com,Insurance / Insurance Brokerage,"Insurance brokerage and risk management: insurance, reinsurance, and consulting",United States,New York,New York,10001-50000,10000M,1907,Public,Corporations; insurers; reinsurers; governments; organizations,Insurance Brokerage + Risk Management + Consulting,Brokerage fees + consulting fees + insurance placement,Global,"Insurance brokerage, risk management, reinsurance brokerage, brokerage and reinsurance, Mercer consulting, Oliver Wyman financial services consulting",Stable,Neutral,Insurance Brokerage;Reinsurance Brokerage;Risk Management;Brokerage;Consulting;Insurance Placement;Mercer;Oliver Wyman,https://www.linkedin.com/company/marsh-mclennan,"Global insurance brokerage, risk management, and consulting company providing insurance and reinsurance brokerage, benefits consulting, and financial services advisory through Mercer and Oliver Wyman",Medium
C356,Willis Towers Watson,https://wtw.com,Insurance / Insurance Brokerage,"Insurance brokerage, benefits consulting, and risk management",United Kingdom,London,London,10001-50000,10000M,1828,Public,Corporations; insurers; governments; organizations,Insurance Brokerage + Benefits Consulting + Risk Management,Brokerage fees + consulting fees + insurance placement,Global,"Insurance brokerage, benefits consulting, risk management, insurance brokerage and placement, benefits and talent, risk and broking,health, wealth, and retirement",Stable,Neutral,Insurance Brokerage;Benefits Consulting;Risk Management;Insurance Placement;Benefits and Talent;Risk and Broking;Health;Wealth;Retirement,https://www.linkedin.com/company/willis-towers-watson,"Global insurance brokerage, benefits consulting, and risk management company providing insurance placement, benefits and talent consulting, and risk and broking services",Medium
C357,"DigitalOcean, Inc.",https://digitalocean.com,Cloud Infrastructure,"Simple, predictable cloud infrastructure for developers: virtual machines, managed databases, Kubernetes, and storage",United States,New York,New York,101-250,380M,2012,Subsidiary,Developers and startups; small and medium businesses; enterprises,Cloud Infrastructure + Managed Kubernetes + App Platform,Monthly subscription + usage charges,Global,"Cloud virtual machines, managed databases, Kubernetes, app platform, object storage, load balancers, teams, billing",Growing,Positive,Cloud Virtual Machines;Kubernetes;Managed Databases;App Platform;Object Storage;Load Balancers,https://www.linkedin.com/company/digitalocean,"Developer-focused cloud infrastructure platform offering virtual machines, managed Kubernetes, managed databases, object storage, load balancers and App Platform for developers and startups",High
C358,"Linode, LLC",https://linode.com,Cloud Infrastructure,"Simple cloud hosting: virtual machines (Linodes), managed Kubernetes, and storage for developers and small businesses",United States,Highland,Indiana,51-100,60M,2003,Private,Developers; small businesses; startups; developers,Cloud Hosting + Virtual Machines + Managed Kubernetes,Monthly subscription + usage charges,Global,"Linode virtual machines, managed Kubernetes, object storage, managed databases, NodeBalancer, CPU-optimized instances",Growing,Positive,Linode Virtual Machines;Managed Kubernetes;Object Storage;Managed Databases;NodeBalancer;CPU-Optimized Instances,https://www.linkedin.com/company/linode-llc,"Simple cloud hosting provider offering virtual machines (Linodes), managed Kubernetes, object storage, managed databases and NodeBalancer for developers and small businesses worldwide",Medium
C359,"Digital Realty Trust, Inc.",https://digitalrealty.com,Colocation / Data Center Real Estate,"Data center real estate: colocation, interconnection, and wholesale data center space",United States,Jacksonville,Florida,1001-5000,8000M,2004,Public,Enterprises; cloud providers; content providers; financial services,Colocation + Interconnection + Wholesale Data Center,Monthly recurring rent + interconnection fees,Global,"Premium colocation data centers, interconnection services, wholesale data center space, managed services, single-tenant data centers, network hubs",Stable,Neutral,Data Center;Colocation;Interconnection;Wholesale Data Center;Network Hubs;Single-Tenant Data Centers,https://www.linkedin.com/company/digitalrealty,"Global data center real estate company providing colocation, interconnection, and wholesale data center space for enterprises, cloud providers, content providers, and financial institutions",Low
C360,"Equinix, Inc.",https://equinix.com,Colocation / Data Center Real Estate,"Interconnection and data center platform: colocation, interconnection, and digital infrastructure services for enterprises, cloud providers, content providers, and financial services",United States,Redwood City,California,1001-5000,7000M,1994,Public,Enterprises; cloud providers; content providers; financial services; IoT developers,Colocation + Interconnection + Digital Infrastructure,Monthly recurring subscription + interconnection fees,Global,"Premium colocation data centers, interconnection services, digital infrastructure, managed services, network hubs, telecommunications hubs, edge sites, field sites",Stable,Neutral,Colocation;Interconnection;Digital Infrastructure;Network Hubs;Managed Services;Edge Sites;Field Sites;Telecommunications Hubs;Network Hubs,https://www.linkedin.com/company/equinix,"Global data center and interconnection platform operator providing premium colocation, interconnection, and digital infrastructure services for enterprises, cloud providers, content providers and financial services",Low
C361,BFT Tech S.p.A.,https://bft.tech,Biometric / Access Control Hardware,"Biometric access control hardware: fingerprint, iris, and facial recognition terminals for physical security and logical access",Italy,Gallicano,Tuscany,1001-5000,2000M,1987,Private,Physical security integrators; enterprises; government; data center,Biometric Access Control + Physical Security + Logical Access,One-time hardware sale + recurring licensing,Europe + Middle East + Africa + Asia,"Biometric fingerprint terminals, iris recognition devices, facial recognition terminals, access control panels, card readers, access software",Growing,Positive,Biometric Terminals;Fingerprint Access Control;Iris Recognition;Facial Recognition;Access Control Panels;Card Readers,https://www.linkedin.com/company/bft-tech,"Italian biometric access control hardware manufacturer providing fingerprint, iris, and facial recognition terminals, access control panels, and access control software for physical security and logical access worldwide",Low
C362,Nedap Security Management,https://nedapsecurity.com,Physical Security / Access Control,"Access control and intrusion detection: electronic access control systems, card readers, and intrusion detection for enterprise, retail, and government",Netherlands,Hierden,Gelderland,501-1000,3500M,1952,Subsidiary,Physical security integrators; enterprises; governments; retail; hotels,Access Control + Intrusion Detection + Perimeter Security,Hardware + software + services + services,Global,"Electronic access control readers, access control panels, card readers, intrusion detection, perimeter security, access management software",Stable,Neutral,Access Control;Card Readers;Access Management Software;Intrusion Detection;Perimeter Security;Access Control Panels;Perimeter Access,https://www.linkedin.com/company/nedap-security-management,"Dutch access control and intrusion detection hardware and software company providing electronic access control readers, card readers, intrusion detection and perimeter security for physical security integrators and enterprises",Low
C363,"Automation Anywhere, Inc.",https://automationanywhere.com,Robotic Process Automation (RPA),Enterprise RPA + document processing: software robots for business process automation,United States,San Jose,California,101-250,350M,2003,Subsidiary,Enterprises; IT; business process owners,RPA + Document Processing + Process Mining,SaaS subscription + licensing,Global,"Attended RPA, unattended RPA, document processing, process mining, task bots, IQ Bots, RPA Analytics, process orchestration",Growing,Positive,Attended RPA;Unattended RPA;Document processing;Process mining;Task bots;IQ Bots;RPA analytics,https://www.linkedin.com/company/automation-anywhere,"Enterprise RPA company providing software robots, document processing, process mining and task automation for business process automation across enterprises",High
C364,"UiPath, Inc.",https://uipath.com,Robotic Process Automation (RPA),Enterprise RPA + AI automation: software robots for business process automation and document understanding,United States,New York,New York,101-250,1000M,2005,Subsidiary,Enterprises; IT; business process owners; consulting,RPA + Document Understanding + Process Automation,SaaS subscription + enterprise licensing,Global,"Attended RPA, unattended RPA, document understanding, AI center, process mining, Orchestration, test suite, task capture, automation Ops",Growing,Positive,Attended RPA;Unattended RPA;Document understanding;AI center;Process mining;Orchestration;Test suite;Task capture,https://www.linkedin.com/company/uipath,"Leading enterprise RPA and AI automation company providing software robots, document understanding, process mining, orchestration and test automation for business and IT processes",High
C365,IBM Robotic Process Automation,https://ibm.com/products/robotic-process-automation,Robotic Process Automation (RPA),"Enterprise RPA for IT and business: software robots, task automation and process orchestration",United States,Armonk,New York,10001-50000,5000M,2019,Subsidiary,Enterprises; IT; business process owners; IBM clients,RPA + Task Automation + Process Orchestration,SaaS subscription + enterprise licensing + services,Global,"Attended RPA, unattended RPA, task automation, process orchestration, document processing, AI integration, IBM Cloud Pak for Business Automation",Stable,Positive,Attended RPA;Unattended RPA;Task automation;Process orchestration;Document processing;AI integration;Cloud Pak,https://www.linkedin.com/company/ibm,"IBM enterprise RPA offering providing software robots, task automation, process orchestration and document processing for IT and business process automation within IBM ecosystem",Low
C366,Microsoft Power Automate,https://powerautomate.com,Robotic Process Automation (RPA),"Low-code workflow automation: cloud flows, desktop flows (RPA), process advisor, and AI Builder for business process automation",United States,Redmond,Washington,10001-50000,15000M,2018,Subsidiary,Microsoft 365 customers; enterprises; IT; business users; citizen developers,RPA + Workflow Automation + Low-Code + AI Builder,Included in Microsoft 365 + Per-user + Per-flow licensing,Global,"Cloud flows, desktop flows (RPA), process advisor, AI Builder, Power Apps integration, approvals, Power Automate management, Dataverse",Growing,Positive,Cloud flows;Desktop flows (RPA);Process advisor;AI Builder;Power Apps;Dataverse;Approvals,https://www.linkedin.com/company/microsoft,"Microsoft low-code workflow automation platform offering cloud flows, desktop flows (RPA), process advisor, and AI Builder for business process automation and citizen development",Low
C367,Microsoft Azure Logic Apps,https://azure.microsoft.com/services/logic-apps,Robotic Process Automation (RPA),"Enterprise integration + workflow automation: cloud-native integration workflows, scheduled and event-based automation, and iPaaS",United States,Redmond,Washington,10001-50000,12000M,2014,Division,Enterprises; IT; developers; business users,Enterprise Integration + Workflow Automation + iPaaS,Per-action + per-workflow pricing + enterprise SLA,Global,"Cloud workflows (Logic Apps), standard connectors, enterprise connectors, integration service environment, B2B, AS2, EDIFACT, X12, schedules, HTTP, web hooks",Growing,Positive,Cloud workflows;Connectors;Standard connectors;Enterprise connectors;Integration service environment;B2B;AS2;EDIFACT;X12;HTTP;Webhooks,https://www.linkedin.com/company/microsoft,"Microsoft enterprise integration and workflow automation platform offering cloud-native integration workflows, event-based automation, EDI, and iPaaS for enterprise application and data integration",Low
B368,"Cloudflare, Inc.",https://cloudflare.com,Edge Computing / CDN,"Distributed edge computing + security + delivery: CDN, DNS, WAF, DDoS, Zero Trust, serverless edge compute, and Magic Transit",United States,San Francisco,California,101-250,1200M,2008,Subsidiary,Websites; developers; enterprises; SaaS; media; gaming; IoT,CDN + Security + Edge Compute + DNS + Zero Trust,SaaS subscription + usage-based + enterprise SLA,Global,"Content delivery network, DNS, WAF, DDoS protection, Zero Trust (Access, Gateway, Tunnel), serverless edge compute (Workers), Magic Transit, Magic WAN, Magic Firewall, Spectrum, R2 storage, Queues, Email Routing, Stream video",Growing,Positive,CDN;DNS;WAF;DDoS;Zero Trust;Access;Gateway;Workers;Magic Transit;Magic WAN;Magic Firewall;Spectrum;R2 storage;Queues;Email routing;Stream,https://www.linkedin.com/company/cloudflare,"Global edge computing and security platform providing CDN, DNS, WAF, DDoS, Zero Trust access, serverless edge compute, and network services for websites, developers, enterprises and SaaS",High
C369,"Edgecast Networks, Inc.",https://edgecast.com,Edge Computing / CDN,"Content delivery + edge computing + security: CDN, web application firewall, DDoS protection, and edge compute for enterprises, media, and IoT",United States,South Brunswick,New Jersey,10001-50000,11000M,2003,Subsidiary,Enterprises; media; publishers; broadcasters; IoT; e-commerce,CDN + Edge Compute + WAF + DDoS Protection + Edge Security,Service subscription + usage-based + enterprise SLA,Global,"Content delivery network, edge compute platform, web application firewall, DDoS mitigation, edge SSL/TLS, media delivery, live streaming, OTT, edge security, DNS, L4-L7 load balancing",Growing,Positive,CDN;Edge compute;Web application firewall;DDoS;Edge security;Media delivery;Live streaming;OTT;DNS;Load balancing,https://www.linkedin.com/company/edgecast,"Edge computing and CDN platform company providing content delivery, edge compute, web application firewall, DDoS protection and edge security for enterprises, media, publishers, broadcasters and IoT",Medium
C370,"Akamai Technologies, Inc.",https://akamai.com,Edge Computing / CDN,"Content delivery and cloud security: CDN, web performance, cloud computing, edge servers, and security services for enterprises, web, mobile, IoT, and media",United States,Cambridge,Massachusetts,10001-50000,3000M,1998,Public,Web; enterprises; media; gaming; IoT; cloud service providers,Content Delivery + Cloud Security + Edge Servers + Cloud Computing,Service subscription + usage-based + enterprise SLA,Global,"Content delivery network, web performance optimization, cloud computing, edge servers, cloud security, app & API protector, web application firewall, DDoS, bot management, client-side security, mPulse analytics, cloud computing, edge compute (EdgeWorkers, EdgeKV), media delivery, live streaming",Stable,Positive,Content delivery;Web performance;Cloud computing;Edge servers;Cloud security;App & API protector;Web application firewall;DDoS;Bot management;Client-side security;mPulse;Media delivery;Live streaming;EdgeWorkers;EdgeKV,https://www.linkedin.com/company/akamai,"Content delivery and cloud security company providing CDN, web performance, cloud computing, edge servers, and security services for web, mobile, enterprises, IoT, and media with cloud computing and edge compute",Medium
C371,"Fastly, Inc.",https://fastly.com,Edge Computing / CDN,"Edge cloud platform: content delivery, edge computing (Compute@Edge), image optimization, and security for web, API, streaming, and digital media",United States,San Francisco,California,101-250,900M,2011,Subsidiary,Web; developers; digital media; streaming; e-commerce,Edge Cloud + CDN + Edge Compute + Image Optimization + Security,Usage-based + enterprise subscription + SLA,Global,"Content delivery network, edge compute platform (Compute@Edge), image optimization, real-time logging, security (WAF, DDoS), API acceleration, streaming, instant purging, WebAssembly (Wasm) at the edge",Growing,Positive,CDN;Edge compute;Compute@Edge;Wasm;Image optimization;API acceleration;Streaming;Instant purging;Real-time logging;Security;WAF;DDoS,https://www.linkedin.com/company/fastly,"Edge cloud platform company providing content delivery, edge computing (Compute@Edge), image optimization, real-time logging, and security for web, API, streaming and digital media with instant purging",Medium
C372,"Imperva, Inc.",https://imperva.com,Edge Computing / CDN,"Cybersecurity + CDN + cloud WAF + DDoS + bot management + data security: web and API protection, CDN, and data security for enterprises",United States,Las Vegas,Nevada,10001-50000,500M,2002,Subsidiary,Enterprises; web; SaaS; IoT; public sector,Cybersecurity + CDN + Cloud WAF + DDoS + Bot Management + Data Security,Service subscription + usage-based + per-site + enterprise,Global,"Web application firewall, CDN, DDoS protection, bot management, API security, cloud WAF, RASP, data security, database security, data masking, analytics, threat intelligence, account takeover protection",Growing,Positive,WAF;CDN;DDoS;BOT management;API security;Cloud WAF;Data security;Database security;Data masking;Threat intelligence;Account takeover,https://www.linkedin.com/company/imperva,"Cybersecurity and CDN company providing web and API protection, cloud WAF, DDoS, bot management, ransomware mitigation, and data security for enterprises, SaaS, IoT, and public sector",High
C374,Vespa.ai,https://vespa.ai,Vector Database / Search,"Real-time big data serving engine: search, recommendations, personalization, vector search, and data processing at scale",Norway,Lysaker,Akershus,1001-5000,300M,2012,Private,Developers; enterprises; media; e-commerce; search,Search + Recommendations + Vector Search + Big Data Serving,Open source + enterprise support + managed cloud,Global,"Vespa search engine, recommendations, personalization, vector search, text search, hybrid search, structured data, streaming data, tensor compute, real-time big data serving",Growing,Positive,Vespa;Search engine;Recommendations;Personalization;Vector search;Text search;Hybrid search;Streaming data;Tensor compute,https://www.linkedin.com/company/vespa-ai,"Open-source real-time big data serving engine providing search, recommendations, personalization, and vector search at scale for developers and enterprises building intelligent applications",High
C375,"Pinecone Systems, Inc.",https://pinecone.io,Vector Database / Search,"Managed vector database: high-performance vector search, semantic search, and similarity search for AI/ML applications",United States,New York,New York,101-250,60M,2019,Private,AI/ML developers; enterprises; startups; data scientists,Vector Database + Semantic Search + Similarity Search,Managed service subscription + enterprise SLA,Global,"Managed vector database, vector search, semantic search, similarity search, managed indexes, pod-based and serverless indexes, metadata filtering, hybrid search, data management, integrations",Growing,Positive,Vector database;Vector search;Semantic search;Similarity search;Managed indexes;Serverless indexes;Metadata filtering,https://www.linkedin.com/company/pinecone-io,"Managed vector database company providing high-performance vector search, semantic search and similarity search for AI/ML applications with managed indexes, metadata filtering and hybrid search",High
C376,"Weaviate, Inc.",https://weaviate.io,Vector Database / Search,"Open-source vector database: hybrid search, semantic search, generative search, and RAG for AI/ML applications",Netherlands,Amsterdam,North Holland,1001-5000,20M,2019,Private,AI/ML developers; enterprises; startups; data scientists,Vector Database + Hybrid Search + Semantic Search + RAG,Open source + enterprise SaaS + managed + support,Global,"Weaviate vector database, hybrid search, semantic search, generative search, RAG, multi-modal search, object storage, modules, streaming, filtering, replication, managed clusters, Weaviate Cloud Services",Growing,Positive,Weaviate;Vector database;Hybrid search;Semantic search;Generative search;Multi-modal search;Object storage;Modules,https://www.linkedin.com/company/weaviate,"Open-source vector database company providing hybrid search, semantic search, generative search, and RAG for AI/ML applications with multi-modal search, modules, streaming and managed cloud services",High
C377,"Zupyo, Inc.",https://zupylo.com,AI-Powered Search + Marketing,"AI-powered search + marketing platform: intelligent semantic search, content discovery, and AI marketing automation for e-commerce and publishers",United States,New York,New York,51-100,10M,2021,Private,E-commerce; publishers; brands; content sites,AI Search + Semantic Search + AI Marketing,SaaS subscription + usage-based,North America,"AI-powered search, semantic search, content discovery, AI marketing automation, product recommendations, smart merchandising, personalized search, visual search, analytics, SEO insights",Growing,Positive,AI search;Semantic search;Content discovery;AI marketing;Product recommendations;Smart merchandising;Personalized search;Visual search,https://www.linkedin.com/company/zupylo,"AI-powered semantic search and marketing platform providing intelligent search, content discovery, product recommendations, personalized search and AI marketing automation for e-commerce and publisher websites",High
C378,SAP Business Technology Platform,https://sap.com/products/btp.html,Enterprise Platform / ERP,Enterprise application platform + data + analytics + AI + integration + low-code: SAP BTP for ERP extensibility and business process innovation,Germany,Walldorf,Baden-Württemberg,10001-50000,8000M,2018,Division,SAP ERP customers; enterprises; IT; developers; SAP consultants,Enterprise App Platform + Data + Analytics + AI + Integration + Low-Code,Subscription + consumption-based + enterprise,Global,"SAP BTP, SAP HANA cloud, SAP Integration Suite, SAP Extension Suite, SAP Build (low-code), SAP Analytics Cloud, SAP Business AI, SAP Data Intelligence, SAP Workflow Management, SAP Process Automation, SAP Data Warehouse Cloud",Growing,Positive,SAP BTP;SAP HANA;SAP Integration Suite;SAP Extension Suite;SAP Build;SAP Analytics Cloud;Business AI;Data Intelligence;Workflow Management,https://www.linkedin.com/company/sap,"Enterprise application platform providing data, analytics, AI, integration, and low-code development for SAP ERP customers and enterprises to extend business applications and innovate processes",Low
C379,Cognite Data Fusion,https://cognite.com,Industrial IoT / Contextual Data Platform,"Industrial contextual data platform: contextualization, time series, 3D, Events, and Insights for process industries, energy, manufacturing, and mining",Norway,Oslo,Oslo,1001-5000,500M,2016,Private,Energy; manufacturing; process industries; mining; engineering,Industrial IoT + Contextual Data + Data Fusion + Time Series,SaaS subscription + consumption-based + enterprise,Global,"Cognite Data Fusion, contextualization, time series, 3D, Events, Insights, Industrial DataOps, data modeling, data integration, data pipelines, analytics, AI/ML, asset performance management",Growing,Positive,Cognite Data Fusion;Contextualization;Time series;3D;Events;Insights;Industrial DataOps;Data modeling;Asset performance management,https://www.linkedin.com/company/cognite,"Industrial contextual data platform company providing data fusion, contextualization, time series, 3D, events and insights for energy, manufacturing, process industries and mining to power industrial DataOps and asset performance",Medium
C380,Minute Play Co.,https://minuteplay.com,Digital play / children's entertainment,"Digital play and entertainment: interactive video, play-along content, and digital playgrounds for kids and families across mobile and web",United States,Santa Monica,California,101-250,25M,2016,Public,Kids; families; parents; children's content consumers,Digital play;video;children's entertainment;interactive content;play-along,SaaS subscription + advertising,North America + Global,"Interactive video, play-along content, digital playgrounds, kids content, parent-child co-play, creative play, storytelling, animation, educational entertainment, children's entertainment, mobile entertainment",Growing,Positive,Interactive video;Play-along content;Digital playgrounds;Kids content;Parent-child co-play;Creative play;Storytelling;Animation;Educational entertainment;Children's entertainment;Mobile entertainment,https://www.linkedin.com/company/minute-play-co,"Digital play and entertainment company providing interactive video, play-along content, and digital playgrounds for kids and families across mobile and web with parent-child co-play and creative play",Medium
